date,liq_cnt,ret,price
2025-05-30,1,-0.038021729960211,2531.34
2025-05-31,1,-0.0012957563977973,2528.06
2025-06-01,1,0.0044104965863152,2539.21
2025-06-02,1,0.0268587474056891,2607.41
2025-06-03,1,-0.0053884889603091,2593.36
2025-06-04,1,0.0055217941203689,2607.68
2025-06-05,5,-0.0742690820959625,2414.01
2025-06-07,1,0.01959936997698,2524.63
2025-06-08,1,-0.0058622451606771,2509.83
2025-06-10,1,0.0508445485853297,2816.4
2025-06-11,1,-0.0159032807839795,2771.61
2025-06-12,3,-0.0465289127979766,2642.65
2025-06-13,3,-0.0240137740525608,2579.19
2025-06-14,4,-0.0187772130009808,2530.76
2025-06-15,1,0.0066580789960328,2547.61
2025-06-16,1,-0.001350285169237,2544.17
2025-06-17,4,-0.0134503590561952,2509.95
2025-06-18,5,0.005996135381183,2525.0
2025-06-20,19,-0.0454678872881894,2406.49
2025-06-21,62,-0.0460255392708882,2295.73
2025-06-22,8,-0.0296332756900855,2227.7
2025-06-23,3,0.0825784441352066,2411.66
2025-06-25,3,-0.012236312769303,2418.49
2025-06-29,3,0.0264696463323508,2500.09
2025-06-30,3,-0.0058477894795788,2485.47
2025-07-01,2,-0.0323721469178865,2405.01
2025-07-02,1,0.068773102814541,2570.41
2025-07-03,2,0.008107655977062,2591.25
2025-07-04,6,-0.0321119150988905,2508.04
2025-07-05,3,0.0033372673482081,2516.41
2025-07-06,2,0.0214352986993375,2570.35
2025-07-07,2,-0.0109168012138424,2542.29
2025-07-09,1,0.0586903737692381,2768.74
2025-07-10,7,0.0659325180406973,2951.29
2025-07-11,1,0.0023481257348481,2958.22
2025-07-12,5,-0.0050503343226668,2943.28
2025-07-13,5,0.0097680139164468,2972.03
2025-07-14,3,0.0139938022159937,3013.62
2025-07-16,3,0.0744003135865183,3371.35
2025-07-17,4,0.0312990345113974,3476.87
2025-07-18,5,0.0201474314541527,3546.92
2025-07-19,8,0.0127124378333878,3592.01
2025-07-20,4,0.0458461975328576,3756.69
2025-07-21,4,0.0015013216421901,3762.33
2025-07-22,6,-0.0042845789710099,3746.21
2025-07-23,3,-0.0314771462357956,3628.29
2025-07-24,1,0.0216768780885761,3706.94
2025-07-25,9,0.0048611523250983,3724.96
2025-07-26,7,0.0043329324341736,3741.1
2025-07-27,6,0.0350164390152629,3872.1
2025-07-28,5,-0.0188786446631027,3799.0
2025-07-29,2,-0.0013714135298762,3793.79
2025-07-31,1,-0.0292939632545932,3698.39
2025-08-01,4,-0.056832838072783,3488.2
2025-08-02,7,-0.0270225331116334,3393.94
2025-08-03,1,0.0302892803054855,3496.74
2025-08-04,9,0.064131162168191,3720.99
2025-08-05,5,-0.0292905920198656,3612.0
2025-08-06,15,0.0197425249169436,3683.31
2025-08-07,13,0.0616293496881881,3910.31
2025-08-08,8,0.0253662753080958,4009.5
2025-08-09,17,0.0626312507793989,4260.62
2025-08-10,6,-0.0023588116283546,4250.57
2025-08-11,2,-0.0064344311468813,4223.22
2025-08-12,11,0.0869715525120642,4590.52
2025-08-13,9,0.0345886740499985,4749.3
2025-08-14,4,-0.0426294401280188,4546.84
2025-08-15,4,-0.0236142023911111,4439.47
2025-08-17,11,0.0113840148892241,4472.33
2025-08-18,1,-0.0356279612640391,4312.99
2025-08-19,6,-0.0550430211987507,4075.59
2025-08-21,2,-0.0255663997638462,4225.3
2025-08-22,9,0.143604004449388,4832.07
2025-08-23,9,-0.0111070410817724,4778.4
2025-08-24,2,0.0003662313745187,4780.15
2025-08-25,4,-0.0845099003169355,4376.18
2025-08-28,2,0.0009985111089907,4511.21
2025-08-29,6,-0.0334788227548705,4360.18
2025-08-30,2,0.0031007894169505,4373.7
2025-08-31,6,0.0041452317259986,4391.83
2025-09-01,1,-0.0176076942868917,4314.5
2025-09-03,1,0.0286513347971801,4450.46
2025-09-04,2,-0.0343582461138848,4297.55
2025-09-05,2,0.0023036381193934,4307.45
2025-09-07,6,0.0077343592767846,4306.19
2025-09-09,3,0.0008638365955551,4310.09
2025-09-10,3,0.0091018981042159,4349.32
2025-09-11,1,0.0251763494063439,4458.82
2025-09-12,1,0.0568177230747148,4712.16
2025-09-13,1,-0.0096834572680044,4666.53
2025-09-14,5,-0.013294675058341,4604.49
2025-09-15,1,-0.0175372299646648,4523.74
2025-09-16,3,-0.004962707847931,4501.29
2025-09-17,4,0.0198254278218021,4590.53
2025-09-19,3,-0.0259544081296346,4468.59
2025-09-20,1,0.0026473675141376,4480.42
2025-09-21,10,-0.0079122046593845,4444.97
2025-09-22,6,-0.0553187085627124,4199.08
2025-09-23,18,-0.008292292597426,4164.26
2025-09-24,1043,-0.0027495881621224,4152.81
2025-10-01,2,0.0489439465399321,4348.03
2025-10-02,2,0.0313521295851226,4484.35
2025-10-03,1,0.0063598960830442,4512.87
2025-10-04,1,-0.0056992556842985,4487.15
2025-10-08,213,0.0175416507408323,4525.72
2025-10-09,92,-0.0348298171340692,4368.09
2025-10-10,25,-0.1232506656227322,3829.72
2025-10-11,12,-0.0216543245981428,3746.79
2025-10-12,4,0.1082259747677345,4152.29
2025-10-13,60,0.0213279900970309,4240.85
2025-10-14,167,-0.02731292075881,4125.02
2025-10-15,2,-0.0306034879830886,3998.78
